"Add New URL Rewrite","添加新URL重写规则"
"Add New User","添加新用户"
"Add New Variable","添加变量"
"Add Products","添加产品"
"Add URL Rewrite","添加URL重写"
"Add URL Rewrite for a Category","添加分类URL重写"
"Add URL Rewrite for a Product","添加产品URL重写"
"Add after","随后添加"
"Add new variable","添加变量"
"Add to category","添加到分类"
"Additional Cache Management","额外的缓存管理"
"Address Type:","地址类型:"
"Admin","管理员"
"Advanced Admin Section","高级管理区域"
"Advanced Profiles","高级配置"
"Advanced Section","高级区域"
"After authorization application will have access to you account.","在授权之后，应用程序将可以访问您的帐户。"
"All","全部"
"All Allowed Countries","所有允许的国家"
"All Cache","所有缓存"
"All Files","所有文件"
"All Reviews","所有评测"
"All Store Views","所有店铺视图"
"All Storefronts","所有店铺"
"All Tags","所有标签"
"All Websites","所有网站"
"All countries","所有国家"
"All fields","所有字段"
"All possible rates were fetched, please click on ""Save"" to apply","将自动获取所有肯的费率，请点击 ""保存"" 以应用"
"All rates were fetched, please click on ""Save"" to apply","所有费率已获取，请单击 ""保存"" 已应用"
"All valid rates have been saved.","已保存所有有效的汇率。"
"Allowed","允许"
"Already in category","分类中已存在"
"Always (during development)","总是 (开发过程中)"
"Amounts","数量"
"An error has occured while syncronizing media storages.","同步媒体存储时出错。"
"An error occurred while clearing the JavaScript/CSS cache.","清理JavaScript/CSS缓存时出错。"
"An error occurred while clearing the configurable swatches image cache.","清理配置样本图像时出错。"
"An error occurred while clearing the image cache.","清理图片缓存时出错。"
"An error occurred while deleting URL Rewrite.","删除URL重写时出错。"
"An error occurred while deleting email template data. Please review log and try again.","删除邮件模板时出错，请查看日志并重试。"
"An error occurred while deleting record(s).","删除记录时出错。"
"An error occurred while deleting this role.","删除该角色时出错。"
"An error occurred while deleting this set.","删除该集合时出错。"
"An error occurred while deleting this template.","删除该模板时出错。"
"An error occurred while finishing process. Please refresh the cache","结束进程时出错。 请刷新缓存。"
"An error occurred while rebuilding the CatalogInventory Stock Status.","重建库存状态时出错。"
"An error occurred while rebuilding the catalog index.","重建目录索引时出错。"
"An error occurred while rebuilding the flat catalog category.","重建平面目录类别时出错。"
"An error occurred while rebuilding the flat product catalog.","重建平面产品目录时出错。"
"An error occurred while rebuilding the search index.","重建搜索索引时出错。"
"An error occurred while refreshing roles.","刷新角色时出错。"
"An error occurred while refreshing the Catalog Rewrites.","刷新分类重写时出错。"
"An error occurred while refreshing the Layered Navigation indices.","刷新导航索引时出错。"
"An error occurred while refreshing the catalog rewrites.","刷新分类重写时出错。"
"An error occurred while refreshing the layered navigation indices.","刷新导航索引时出错。"
"An error occurred while saving URL Rewrite.","保存URL重写时出错。"
"An error occurred while saving account.","保存账户时出错。"
"An error occurred while saving review.","保存评价时出错。"
"An error occurred while saving the customer.","保存客户时出错。"
"An error occurred while saving this configuration:","保存该配置时出错:"
"An error occurred while saving this role.","保存该角色时出错。"
"An error occurred while saving this template.","保存该模板是出错。"
"An error occurred while updating the selected review(s).","更新所选评测时出错。"
"Any","任意"
"Any Attribute Set","任意属性集"
"Any Group","任意组"
"Any Status","任何状态"
"Any Store","任何店铺"
"Any Type","任意类型"
"Any Visibility","任意可见性"
"Any data created since the backup was made will be lost including admin users, customers and orders.","备份完成前创建的管理员用户，顾客，以及订单都将丢失。"
"Archive file name:","存档文件名:"
"Are you sure that you want to delete this template?","确定删除这个模板吗?"
"Are you sure that you want to strip tags?","确定取消这个标签吗?"
"Are you sure you want to do this?","您是否确认要这样做?"
"Are you sure you want to proceed?","是否确定继续?"
"Area","区域"
"As low as:","低至:"
"Assigned","已分配"
"Associated Tags","已关联标签"
"Attribute Set Name:","属性集名称:"
"Attributes","属性"
"Authorization confirmed","授权成功"
"Authorize","授权"
"Authorize application","授权应用"
"Authorized OAuth Tokens","Authorized OAuth Tokens"
"Automatic (equalize price ranges)","Automatic (equalize price ranges)"
"Automatic (equalize product counts)","Automatic (equalize product counts)"
"Average Order Amount","平均订单量"
"Average Orders","平均订单"
"BINARY","二进制"
"Back","返回"
"Back to Login","返回登录"
"Backup","备份"
"Backup Name","备份名称"
"Backup options","备份选项"
"Backups","备份"
"Base currency","基准货币"
"Bcc","Bcc"
"Bestsellers","畅销商品"
"Billing Address","账单地址"
"Billing Address: ","账单地址: "
"Billing Agreement","账单协议"
"Billing Agreements","账单协议"
"Block Details","区块详细"
"Block Information","区块信息"
"Block Name","区块名称"
"Block Name is incorrect.","区块名称不正确。"
"Block Name is required field.","区块名称必填"
"Block has been deleted.","区块已被删除"
"Blocks","块"
"Both (without and with tax)","都有 (含税和不含税)"
"Both IPN and PDT","Both IPN and PDT"
"Browse Files...","浏览文件..."
"Bundle with dynamic pricing cannot include custom defined options. Options will not be saved.","与动态价的绑定不能包含自定义选项。选项将无法保存。"
"CMS","CMS"
"CRITICAL","重要"
"CSV","CSV"
"CSV / Tab separated","CSV / Tab 分隔"
"Cache Control","缓存控制"
"Cache Control (beta)","缓存控制 (测试版)"
"Cache Management","缓存管理"
"Cache Type","缓存类型"
"Cancel","取消"
"Cancel detach","取消分离"
"Cannot add new comment.","无法添加新评论。"
"Cannot add tracking number.","无法添加追踪编号。"
"Cannot create an invoice without products.","不能创建没有产品的发票。"
"Cannot create credit memo for the order.","无法为该订单创建信用记录。"
"Cannot delete the design change.","无法删除该设计变动。"
"Cannot delete tracking number.","无法删除追踪编号。"
"Cannot do shipment for the order separately from invoice.","无法将产品和发票分开发送。"
"Cannot do shipment for the order.","该订单无法发货。"
"Cannot initialize shipment for adding tracking number.","无法初始化订单以添加追踪编号。"
"Cannot initialize shipment for delete tracking number.","无法初始化订单以删除追踪编号。"
"Cannot load track with retrieving identifier.","无法获取的标识符加载追踪。"
"Cannot retrieve tracking number detail.","无法获取追踪编号详情。"
"Cannot save shipment.","无法保存运送。"
"Cannot save the credit memo.","无法保持付款通知。"
"Cannot send shipment information.","不能发送货物信息。"
"Cannot update item quantity.","无法更新商品数量。"
"Cannot update the item\'s quantity.","无法更新商品数量。"
"Card Verification Number","信用卡校验码"
"Catalog","分类"
"Catalog Price Rules","分类价格规则"
"Catalog Rewrites","目录重写"
"Categories","分类"
"Category","分类"
"Category:","分类:"
"Chart is disabled. If you want to enable chart, click <a href=""%s"">here</a>.","图表被禁用, 点击 <a href=""%s"">这里</a>启用图表。"
"Checkbox","多选"
"Child Transactions","子交易"
"Choose Store View:","选择店铺视图:"
"Choose an attribute","选择一个属性"
"Chosen category does not associated with any website, so url rewrite is not possible.","所选分类没有关联给任何网站，因此URL重写不可用。"
"Chosen product does not associated with any website, so url rewrite is not possible.","所选产品没有关联给任何网站，因此URL重写不可用。"
"Clear","清空"
"Close","关闭"
"Code","代码"
"Comment text field cannot be empty.","评论内容不能为空。"
"Complete","完成"
"Config form fieldset clone model required to be able to clone fields","配置表单只能包含可以被复制的字段"
"Configuration","配置"
"Confirm New Password","确认新密码"
"Confirm token authorization Pop Up for admin","确认管理员授权令牌（弹出窗口）"
"Confirm token authorization for admin","确认管理员授权令牌"
"Confirmation Of Authorization","授权确认"
"Confirmed email:","已确认的电子邮件:"
"Connect with the Magento Community","Connect with the Magento Community"
"Continue","继续"
"Convert to Plain Text","转换为纯文本"
"Cookie (unsafe)","Cookie (不安全)"
"Country","国家"
"Country:","国家:"
"Coupons","优惠劵"
"Create","创建"
"Create DB Backup","创建数据库备份"
"Create New Attribute","创建新属性"
"Create URL Rewrite:","创建URL重写:"
"Created At","创建于"
"Creation date","创建日期"
"Credit Card %s","信用卡 %s"
"Credit Card Number","信用卡卡号"
"Credit Card Number: xxxx-%s","信用卡卡号: xxxx-%s"
"Credit Card Type","信用卡类型"
"Credit Card Type: %s","信用卡类型: %s"
"Credit Memo History","信用记录"
"Credit Memo Totals","信用记录总计"
"Credit Memos","信用记录"
"Credit memo #%s comment added","信用记录 #%s 评论已添加"
"Credit memo #%s created","信用记录 #%s 已创建"
"Credit memo\'s total must be positive.","信用记录的总数必须为正整数。"
"Currency","币种"
"Currency ""%s"" is used as %s in %s.","货币 ""%s"" 被用作 %s 中的 %s."
"Currency Information","币种信息"
"Currency Setup Section","货币设置"
"Current Admin Password","管理员密码"
"Current Configuration Scope:","当前配置范围:"
"Current Month","当前月份"
"Custom","自定义"
"Custom Variable ""%s""","自定义变量 ""%s"""
"Custom Variables","自定义变量"
"Customer","顾客"
"Customer Group:","顾客组:"
"Customer Groups","顾客组"
"Customer Name","顾客姓名"
"Customer Reviews","用户评论"
"Customer Shopping Carts","购物车"
"Customer Since:","注册日期:"
"Customer Tax Classes","客户税率"
"Customer with the same email already exists.","已存在具有相同电子邮件的顾客。"
"Customers","顾客"
"Customers by Number of Orders","按订单编号排列顾客"
"Customers by Orders Total","按订单数量排列顾客"
"DHTML Date/Time Selector","DHTML 日期/时间选择器"
"Dashboard","仪表板"
"Data Format","数据格式"
"Data transfer:","数据传输:"
"Database","数据库"
"Dataflow - Advanced Profiles","数据流 - 高级配置"
"Dataflow - Profiles","数据流 - 基本配置"
"Date","日期"
"Date & Time","日期 & 时间"
"Date Added","添加日期"
"Date Updated","更新日期"
"Date selection:","选择日期:"
"Date selector","日期选择器"
"Day","天"
"Decimal separator:","小数点分隔符:"
"Default (Admin) Values","默认（管理）值"
"Default Billing Address","默认账单地址"
"Default Config","默认配置"
"Default Template from Locale","从区域设置的默认模板"
"Default Values","默认值"
"Default display currency ""%s"" is not available in allowed currencies.","默认显示的币种 ""%s"" 不在允许使用范围内。"
"Default scope","默认范围"
"Delete","删除"
"Delete %s","删除 %s"
"Delete %s '%s'","删除 %s '%s'"
"Delete Block","删除块"
"Delete File","删除文件"
"Delete Image","删除图片"
"Delete Profile","删除配置文件"
"Delete Role","删除角色"
"Delete Store","删除店铺"
"Delete Store View","删除店铺视图"
"Delete Template","删除模板"
"Delete User","删除用户"
"Delete Variable","删除变量"
"Delete Website","删除网站"
"Description","描述"
"Design","设计"
"Design Section","设计区域"
"Detach from category","脱离类别"
"Details","详情"
"Developer Section","开发者"
"Direction:","用法说明:"
"Disable","禁用"
"Disabled","已禁用"
"Display %s first","显示前 %s 个"
"Display default currency","显示默认的货币"
"Distributed under GNU LGPL. See %s for details.","协议 GNU LGPL. 详情参考 %s "
"Do you really want to KILL parallel process and start new indexing process?","您真的要终止并发进程并启动新的索引进程吗?"
"Do you really want to proceed?","你真的想要继续吗?"
"Download","下载"
"Download SKUs","下载 SKUs"
"Downloads","下载"
"Drag to move","拖动"
"Drop-down","下拉菜单"
"Edit","编辑"
"Edit Block","编辑块"
"Edit Block '%s'","编辑块 '%s'"
"Edit Design Change","修改界面设计"
"Edit Email Template","编辑邮件模板"
"Edit Order","编辑订单"
"Edit Poll","编辑投票"
"Edit Queue","编辑队列"
"Edit Review","编辑评论"
"Edit Role","编辑角色"
"Edit Store View","编辑店铺视图"
"Edit System Template","编辑系统模板"
"Edit Template","编辑模板"
"Edit URL Rewrite","编辑URL重写规则"
"Edit User","编辑用户"
"Edit User '%s'","编辑用户 '%s'"
"Edit Variable","编辑变量"
"Edit Variable '%s'","编辑变量 '%s'"
"Edit Website","编辑网站"
"Email","邮箱"
"Email Address:","邮箱地址:"
"Email to a Friend","发送邮件给朋友"
"Email:","邮箱:"
"Enable","启用"
"Enabled","已启用"
"Enclose Values In:","包含值:"
"Enter a comma separated list of SKUs that will always be displayed at the top of your category","输入一个逗号分隔的SKUs列表，它将会一直显示在顶部的类别中"
"Entity Attributes","实体属性"
"Entity Type","实体类型"
"Entity type:","实体类型:"
"Error","错误"
"Excel XML","Excel XML"
"Excl. Tax","不含税"
"Excl. Tax:","不含税:"
"Exclude media folder from backup","不备份媒体文件"
"Expiration Date","有效期限"
"Expiration Date: %s/%s","有效期限: %s/%s"
"Export","导出"
"Export CSV","导出 CSV"
"Export Filters","导出筛选器"
"Export to:","导出到:"
"Export:","导出:"
"FTP Host","FTP Host"
"FTP Host[:Port]","FTP Host[:Port]"
"FTP Login","FTP Login"
"FTP Password","FTP Password"
"FTP credentials","FTP credentials"
"Failed","失败"
"Failed to add a product to cart by id ""%s"".","按照编号 ""%s"" 向购物车添加商品时失败。"
"Failed to cancel the billing agreement.","取消账单协议失败。"
"Failed to clear the JavaScript/CSS cache.","清空JavaScript/CSS缓存失败。"
"Failed to delete the billing agreement.","删除账单协议失败。"
"Failed to update the profile.","更新配置文件失败。"
"Field","字段"
"Field Mapping","字段映射"
"File","文件"
"File Information","文件信息"
"File System","文件系统"
"File mode","文件模式"
"File name:","文件名:"
"File size should be more than 0 bytes","文件大小应该超过0字节"
"Finished profile execution.","配置文件执行完毕。"
"First Invoice Created Date","第一次发票创建时间"
"First Name","姓"
"First Name is required field.","姓必须提供"
"First Name:","姓:"
"Fixed","固定"
"Flush Catalog Images Cache","刷新分类图片缓存"
"Flush JavaScript/CSS Cache","刷新 JavaScript/CSS 缓存"
"Flush Swatch Images Cache","刷新样板图片缓存"
"For category","用于分类"
"For latest version visit: %s","获取最新版本: %s"
"For product","用于产品"
"Forgot Admin Password","忘记管理员密码"
"Forgot your password?","忘记密码?"
"Forgot your user name or password?","忘记了用户名或密码?"
"From","来自"
"GLOBAL","全局"
"Gb","Gb"
"General Information","基本信息"
"General Section","通用"
"Get Image Base64","Get Image Base64"
"Get help for this page","获取有关本页面的帮助"
"Give the verifier code to application administrator","给应用管理员的验证码"
"Global Attribute","管局属性"
"Global Record Search","全局记录搜索"
"Global Search","全局搜索"
"Go Today","跳转到今天"
"Go to Top","返回顶部"
"Go to messages inbox","进去收件箱"
"Go to notifications","打开通知"
"Google Base","Google Base"
"Google Content","Google Content"
"Google Sitemaps","Google Sitemaps"
"Grand Total","总数"
"Grid (default) / List","网格 (默认) / 列表"
"Grid Only","仅网格"
"Group:","组:"
"Guest","访客"
"HTTP (unsecure)","HTTP (不安全)"
"HTTPS (SSL)","HTTPS (SSL)"
"Help Us Keep Magento Healthy - Report All Bugs","帮助我们 - 汇报BUG"
"Helper attributes should not be used in custom layout updates.","自定义布局更新时不能使用Helper属性。"
"Helper for options rendering doesn't implement required interface.","渲染选项的Helper无法在不使用界面是实施。"
"Hero Products","旗舰产品"
"Home","主页"
"ID","ID"
"ID Path","ID 路径"
"IP Address","IP 地址"
"IPN (Instant Payment Notification) Only","仅 IPN (即时支付通知)"
"Id","Id"
"If there is an account associated with %s you will receive an email with a link to reset your password.","如果有关联给 %s 的账户，您将收到一封包含重设密码链接的邮件。"
"If this message persists, please contact the store owner.","如果此问题持续存在，请联系店铺经营者."
"If you do not specify an option value for a specific store view then the default (Admin) value will be used.","如果不指定一个店铺视图，将会使用系统默认的视图。"
"Images (.gif, .jpg, .png)","图片 (.gif, .jpg, .png)"
"Images Cache","图片缓存"
"Import","导入"
"Import Service","导入服务"
"Import and Export","导入 / 导出"
"Import and Export Tax Rates","导入/导出 税率"
"Import/Export","导入/导出"
"Import/Export Advanced","高级导入/导出"
"Import/Export Profile","导入/导出 配置文件"
"Important: ","重要: "
"Imported <strong>%s</strong> records","导入 <strong>%s</strong> 条记录"
"In","位于"
"In Database:","在数据库:"
"In File:","在文件:"
"Inactive","未激活"
"Incl. Tax","含税"
"Incl. Tax:","含税:"
"Incoming Message","收到新消息"
"Insert Variable...","插入变量..."
"Interactive","交互"
"Interface Locale: %s","界面语言: %s"
"Invalid Form Key. Please refresh the page.","无效表单密匙，请刷新页面。"
"Invalid Import Service Specified","指定的导入服务不正确"
"Invalid POST data (please check post_max_size and upload_max_filesize settings in your php.ini file).","POST数据无效，请检查php.ini文件中的post_max_size与upload_max_filesize设置。"
"Invalid Secret Key. Please refresh the page.","密匙无效，请刷新页面。"
"Invalid User Name or Password.","无效的用户名或密码。"
"Invalid data","无效数据"
"Invalid directory: %s","无效目录: %s"
"Invalid email address ""%s"".","邮箱格式错误 ""%s""."
"Invalid email address.","邮箱格式错误."
"Invalid file: %s","文件格式错误: %s"
"Invalid input data for %s => %s rate","%s 的输入数据无效 => %s"
"Invalid parent block for this block","该块的父块无效"
"Invalid parent block for this block.","该块的父块无效"
"Invalid password reset token.","密码重置令牌失效。"
"Invalid response","响应无效"
"Invalid sender name ""%s"". Please use only visible characters and spaces.","发送方姓名 ""%s"" 无效. 请仅使用可见字符和空格。"
"Invalid timezone","时区无效"
"Invalidated","已失效"
"Inventory Stock Status","库存状态"
"Invoice #%s comment added","发票 #%s 的评论已添加"
"Invoice #%s created","发票 #%s 已创建"
"Invoice History","发票历史记录"
"Invoice Totals","发票总数"
"Invoice canceling error.","发票取消出错"
"Invoice capturing error.","发票获取出错"
"Invoice voiding error.","发票撤销出错"
"Invoices","发票"
"Is Allowed","是否允许"
"Is Allowed is required field.","请选择是否允许"
"Is Closed","已关闭"
"Is Default","默认"
"Issue Number","问题编号"
"Items","项目"
"JavaScript seems to be disabled in your browser.","您的浏览器似乎禁止了 JavaScript"
"JavaScript/CSS","JavaScript/CSS"
"JavaScript/CSS Cache","JavaScript/CSS 缓存"
"Kb","Kb"
"Last 24 Hours","过去24小时"
"Last 5 Orders","最近5个订单"
"Last 5 Search Terms","最近5个搜索"
"Last 7 Days","近7天"
"Last Credit Memo Created Date","上次信用记录创建日期"
"Last Invoice Created Date","上次发票创建日期"
"Last Logged In (%s):","上次登录 (%s):"
"Last Logged In:","上次登录:"
"Last Name","姓"
"Last Name is required field.","名字必须填写"
"Last Name:","姓:"
"Last updated: %s. To refresh last day\'s <a href=""%s"">statistics</a>, click <a href=""%s"">here</a>.","上次更新: %s. 刷新最近一天的 <a href=""%s"">状态</a>, 点击 <a href=""%s"">这里</a>."
"Latest Message:","最新信息:"
"Layered Navigation Indices","层次式导航目录"
"Layered Navigation Indices were refreshed.","层次式导航目录已刷新"
"Leave empty to use tax identifier","允许税的标识符为空"
"Lifetime Sales","全部销售"
"Lifetime statistics have been updated.","全部销售统计分析已更新。"
"Links","链接"
"Links with associated products will retain only after saving current product.","关联产品的链接只有在保存当前产品后才能维持"
"List (default) / Grid","列表 (默认) / 网格"
"List Only","仅列表"
"Load Template","加载模板"
"Load default template","加载默认模板"
"Loading...","加载中..."
"Local Server","本地服务器"
"Local/Remote Server","本地/远程 服务器"
"Locale","区域"
"Log In","登录"
"Log Out","注销"
"Log in to Admin Panel","登录到管理面板"
"Log in to use <strong>%s</strong>","登录为 <strong>%s</strong>"
"Log into Magento Admin Page","登录到管理页面"
"Logged in as %s","登录为 %s"
"Login","登录"
"Low Stock","最低库存"
"MAJOR","主要"
"MINOR","次要"
"MS Excel XML","MS Excel XML"
"Magento Admin","Magento 管理"
"Magento Commerce - Administrative Panel","Magento Commerce 管理面板"
"Magento Connect","Magento Connect"
"Magento Connect Manager","Magento Connect Manager"
"Magento Logo","Magento Logo"
"Magento is a trademark of Magento Inc. Copyright &copy; %s Magento Inc.","Magento is a trademark of Magento Inc. Copyright &copy; %s Magento Inc."
"Magento root directory","Magento root directory"
"Magento ver. %s","Magento ver. %s"
"Magento&trade; is a trademark of Magento Inc.<br/>Copyright &copy; %s Magento Inc.","Magento&trade; is a trademark of Magento Inc.<br/>Copyright &copy; %s Magento Inc."
"Make sure that data encoding in the file is consistent and saved in one of supported encodings (UTF-8 or ANSI).","确保编码一致并使用支持的编码方式保存(utf-8 或 NASI)"
"Manage Attribute Sets","管理属性集"
"Manage Attributes","管理属性"
"Manage Categories","管理类别"
"Manage Content","管理内容"
"Manage Currency Rates","管理汇率"
"Manage Customers","管理客户"
"Manage Options (values of your attribute)","管理选项 (属性中的值)"
"Manage Ratings","管理评级"
"Manage Stores","管理店铺"
"Manage Tax Rules","管理税收规则"
"Manage Tax Zones and Rates","管理区域税收和利率"
"Manage Titles (Size, Color, etc.)","管理标题 (尺寸, 颜色, 等)"
"Manual","手工"
"Mass Product Assignment","产品分配"
"Matched Expression","表达式匹配"
"Maximum sender name length is 255. Please correct your settings.","最大发送者名字长度是255。请正确设置。"
"Mb","Mb"
"Media (.avi, .flv, .swf)","Media (.avi, .flv, .swf)"
"Media storages synchronization has completed!","媒体存储同步完成!"
"Messages Inbox","收件箱"
"Month","月"
"Most Viewed","最受欢迎"
"Most Viewed Products","最受关注产品"
"Move to bottom","移到底部"
"Move to top","移到顶部"
"Multiple Select","多选"
"My Account","我的账户"
"My Applications","我的应用"
"N/A","N/A"
"NOTICE","注意"
"Name","名称"
"Name on Card","持卡人姓名"
"Name on the Card: %s","持卡人姓名: %s"
"Name:","名称:"
"Never (production)","从未"
"New ","新 "
"New API Key","新 API Key"
"New Accounts","新账户"
"New Attribute","新属性"
"New Block","新块"
"New Category","新分类"
"New Class","新类"
"New Condition","新条件"
"New Custom Variable","新的自定义变量"
"New Customer","新客户"
"New Customers","新客户"
"New Design Change","新设计变动"
"New Email Template","新邮件模板"
"New Group","新组"
"New Invoice","新发票"
"New Item Type","新项目类型"
"New Memo","新纪录"
"New Memo for #%s"," #%s 的新纪录"
"New Page","新页面"
"New Password","新密码"
"New Poll","新投票"
"New Profile","新配置"
"New Rate","新比例"
"New Rating","新评级"
"New Review","新评论"
"New Role","新角色"
"New Rule","新规则"
"New Search","新搜索"
"New Set","新集合"
"New Shipment","新运单"
"New Sitemap","新站点地图"
"New Store View","新店铺视图"
"New System Template","新系统模板"
"New Tag","新标签"
"New Template","新模板"
"New User","新用户"
"New Variable","新变量"
"New Website","新网站"
"New attribute set mapping","新的属性集映射"
"New block","新块"
"New password field cannot be empty.","新密码不能为空。"
"Newsletter","新闻邮件"
"Newsletter Problems","新闻邮件问题"
"Newsletter Queue","新闻邮件队列"
"Newsletter Subscribers","新闻邮件订阅者"
"Newsletter Templates","新闻邮件模板"
"Next month (hold for menu)","下个月 (按下可打开菜单)"
"Next year (hold for menu)","明年 (按下可打开菜单)"
"No","否"
"No (price without tax)","否 (不含税价格)"
"No Data","无数据"
"No Data Found","数据为未找到"
"No Products","没有产品"
"No Templates Found","模板未找到"
"No change","无变动"
"No customer id defined.","未找到客户id"
"No information available.","没有可用信息"
"No profile loaded...","未加载配置文件..."
"No records found for this period.","这期间没有找到记录。"
"No records found.","未找到纪录。"
"No report code specified.","未指定报告的代码。"
"No search keywords.","无搜索关键字。"
"No search modules were registered","未注册搜索模块"
"No wishlist item id defined.","心愿单id未定义"
"None","无"
"Not allowed","不允许"
"Note:","注意:"
"Notes","注意"
"Notifications","通知"
"Number of Orders","订单数量"
"Number of Uses","用户数量"
"Number of Views","浏览次数"
"Number of records:","记录数量:"
"OAuth Consumers","OAuth 客户"
"OAuth authorization for admin","OAuth authorization for admin"
"OAuth authorization simple for admin","OAuth authorization simple for admin"
"OK","确定"
"Old rate:","原始比例:"
"Once you log into your PayPal Advanced account, navigate to the Service Settings - Hosted Checkout Pages - Set Up menu and set the options described below","一旦你登录到您的PayPal高级帐户，导航到服务设置 - 托管结帐页面 - 设置菜单并设置下列选项"
"Once you log into your PayPal Payflow Link account, navigate to the Service Settings - Hosted Checkout Pages - Set Up menu and set the options described below","一旦你登录到您的PayPal Payflow链接账户，导航到服务设置 - 托管结帐页面 - 设置菜单并设置下列选项"
"One or more media files failed to be synchronized during the media storages syncronization process. Refer to the log file for details.","一个或多个媒体文件未能在媒体存储器同步过程进行同步。详情请参阅日志文件。"
"One or more of the Cache Types are invalidated:","一个或多个高速缓存的类型无效:"
"Online Customers","在线顾客"
"Only Once (version upgrade)","仅一次 (版本升级)"
"Only attributes with scope ""Global"", input type ""Dropdown"" and Use To Create Configurable Product ""Yes"" are available.","只有范围为global，输入类型为dropdown，并允许用户创建可配置产品的属性可以使用"
"Only mapped fields","只映射字段"
"Optional","可选"
"Options","选项"
"Options is required","选项是必需的"
"Options: ","选项: "
"Order","订单"
"Order #%s","订单 #%s"
"Order #%s (%s)","订单 #%s (%s)"
"Order Created Date","订单创建日期"
"Order ID","订单 ID"
"Order Totals","订单总数"
"Order Updated Date","订单更新日期"
"Order Updated Date report is real-time, does not need statistics refreshing.","订单报告是实时更新的，不需要刷新状态。"
"Orders","订单"
"Original Magento attribute names in first row:","原始属性名位于第一行:"
"Out of stock","缺货"
"PDT (Payment Data Transfer) Only","仅支持PDT (付款数据传输)"
"Package Extensions","扩展包"
"Pages","页面"
"Parent Product Thumbnail","父产品缩略图"
"Parent Transaction ID","夫交易ID"
"Passive mode","主动模式"
"Password","密码"
"Password Confirmation","密码确认"
