"Banners on Home Screen","主屏幕上的横幅"
"Best Sellers","畅销产品"
"Billing","账单"
"Billing Address","账单地址"
"Billing address","账单地址"
"Billing address has been set.","账单地址已设置/"
"Bundle Products","捆绑产品"
"Buy %1$s for %2$s","为 %2$s 购买 %1$s"
"Buy %1$s for %2$s (%3$s incl. tax) each","为每 %2$s（%3$s 含税）购买 %1$s"
"Buy %1$s for %2$s each","为每 %2$s 购买 %1$s"
"Buy %1$s with %2$s discount each","买 %1$个，每个折扣为 %2$s"
"Buy More & Save","保存并继续选购"
"Buyer country is not allowed by store.","店铺不允许买家的国家。"
"CMS Page","CMS页面"
"CMS Pages haven\'t been found.","CMS页面没有找到"
"Cache Lifetime (seconds)","缓存寿命（秒）"
"Cache Management","缓存管理"
"Can\'t add item to shopping cart.","无法添加项目到购物车。"
"Can\'t apply the coupon code.","无法应用代金券代码。"
"Can\'t copy file "%s" to "%s".","无法复制文件"%s" 到 "%s"。"
"Can\'t create wishlist.","无法创建愿望清单。"
"Can\'t delete "%s" theme.","无法删除 "%s" 主题。"
"Can\'t load XML.","无法加载XML。"
"Can\'t load admin application settings.","无法加载管理应用设置"
"Can\'t load application with id "%s"","无法载入 id 为 "%s" 的应用程序"
"Can\'t load cart info.","无法载入购物车信息。"
"Can\'t load cart.","无法载入购物车。"
"Can\'t load customer form.","无法载入客户表单。"
"Can\'t load default themes.","无法载入默认主题。"
"Can\'t load selected theme. Please check your media folder permissions.","无法载入已选择的主题。请检查您的媒体文件夹权限。"
"Can\'t load template with id "%s"","无法加载模板,id:%s"
"Can\'t open submission form.","无法打开提交表单。"
"Can\'t read file "%s".","无法读取文件"%s"。"
"Can\'t remove the item.","无法删除该项目。"
"Can\'t reset theme.","无法重设主题。"
"Can\'t save address.","无法保存地址。"
"Can\'t save the customer.","无法保存客户。"
"Can\'t save theme.","无法保存主题。"
"Can\'t show configuration.","无法显示配置。"
"Can\'t specify product.","无法指定产品。"
"Can\'t submit application.","无法提交应用程序。"
"Can\'t update cart.","无法更新购物车。"
"Can\'t write to file "%s".","无法写入到文件 "%s"。"
"Cancel","取消"
"Canceled","已取消"
"Canceling PayPal ...","正在取消支付..."
"Cancelled","已取消"
"Cannot apply gift card.","无法应用礼品卡。"
"Cannot configure product.","无法配置产品"
"Cannot load theme "%s".","无法加载主题 "%s"。"
"Cannot redeem Gift Card.","无法兑换礼品卡。"
"Cannot remove gift card.","无法删除礼品卡。"
"Cannot save theme "%s". Incorrect data received","无法保存主题 "%s"。收到的数据有误"
"Cannot update the item.","无法更新项目"
"Card Verification Number","卡片验证号码"
"Card verification number is wrong","卡验证号码有误"
"Carrier","运营商"
"Cart","购物车"
"Cart Updated","购物车已更新"
"Cart has been updated.","购物车无法更新。"
"Cart has some errors.","购物车存在一些错误。"
"Cart is empty.","购物车为空。"
"Catalog Only App?","只对App分类？"
"Category","分类"
"Category Button Color","分类按钮也暗色"
"Category Item Background Color","分类项目背景色"
"Cc:","抄送"
"Chairs","链"
"Change Orientation","更改方向"
"Change Password","更改密码"
"Changes have been saved to theme.","变动已保存到主题中。"
"Check","检查"
"Check Gift Card","查看礼品卡"
"Check Gift Card Promo Redeemed","查看礼品卡促销"
"Checking Gift Card %@","正在查看礼品卡 %@"
"Checkout","结账"
"Checkout Page Registration","结帐页面注册"
"Checkout as Guest","作为来宾结帐"
"Checkout as Guest or Register","作为来宾或注册用户结帐"
"Checkout has been initialized.","结账已被初始化。"
"Checkout initialization...","初始化结帐"
"Checkout initialized!","结帐初始化成功"
"Choose Store View","选择店铺视图"
"Choose amount","选择数量"
"Choose file","选择文件"
"City","城市"
"Clear","清理"
"Close","关闭"
"Color Themes","色彩主题"
"Colors","色彩"
"Commiting updates...","提交更新..."
"Company","公司"
"Completed","已完成"
"Configuration data have been saved","配置数据已保存"
"Configure Cart Item","修改购物车"
"Confirm New Password","确认新密码"
"Confirm Password","确认密码"
"Connecting","正在连接..."
"Connection Error\nWe\'re sorry. The app is experiencing connection problems. The app requires a network connection to operate.","连接错误，请检查网络。"
"Contact Email","联系邮件"
"Contact Information","联系信息"
"ContactsAreEmpty","还没有联系人"
"Container is not defined.","未定义容器。"
"Content","内容"
"Continue","继续"
"Copyright","版权所有"
"Copyright Page Logo","版权页面徽标"
"Copyright Page Logo (iPhone 4 retina)","版权页面徽标（针对retina屏幕）"
"Copyright: Magento (c) 2010","版权所有:Magento (c) 2010"
"Countries","国家"
"Countries Payment Applicable From","各国支付可用情况表单"
"Country","国家"
"Country options don\'t recognized for "%s".","国家选项不能识别 "%s"。"
"Coupon code %s is not valid.","代金券代码 "%s" 无效。"
"Coupon code %s was applied.","代金券代码 %s 已被使用。"
"Coupon code is empty.","代金券代码为空。"
"Coupon code was canceled.","优惠代码已被取消。"
"Create Account","创建账户"
"Create an Account","创建账户"
"Creating a Template is allowed only for applications which have device type iPhone.","只有设备类型为iPhone的应用程序才能创建模板。"
"Credit Card","信用卡"
"Credit Card %s","信用卡 %s"
"Credit Card Number","信用卡号码"
"Credit Card Type","信用卡类型"
"Credit card number does not match credit card type.","信用卡编号与信用卡类型不匹配。"
"Cross Sells","跨境销售"
"Current Balance: %s","当前余额：%s"
"Current Password","当前密码"
"Currently, the system does not support the viewing of the order detail.","目前系统不支持查看订单的细节。"
"Custom App Icon","自定义App图标"
"Custom App Icon (iPhone 4 retina)","自定义App图标（针对retina屏幕）"
"Custom Colors","自定义颜色"
"Custom amount","自定义数量"
"Customer","顾客"
"Customer Name","顾客姓名"
"Customer authentication problem.","客户身份验证问题。"
"Customer balance available in enterprise version of Magento only.","客户余额仅在 Magento 的企业版本中提供。"
"Customer balance is disabled for current store","客户余额在当前商店已禁用"
"Customer email not specified.","客户邮件未指定。"
"Customer logout problem.","客户注销问题。"
"Customer not logged in.","客户未登录。"
"Customers","顾客"
"DD","DD"
"Date","日期"
"Date Created","创建日期"
"Date Submitted","日期已提交"
"Date Updated","更新日期"
"Date:","日期"
"Day","天"
"Deeper Messaging and Engagement with Rich Push.","通过丰富的推送，获取更多的消息和参与。"
"Default Billing Address","默认账单地址"
"Default Shipping Address","默认送货地址"
"Default Theme","默认主题"
"Default themes are missed.","默认主题丢失"
"Delete","删除"
"Delete Action","删除操作"
"Delete theme","删除主题"
"Deleted","已删除"
"Description","描述"
"Description that appears in Android Market. %s chars maximum. ","显示在Android市场中的描述。最多 %s 个字符。"
"Description that appears in the iTunes App Store. %s chars maximum. ","显示在iTunes App Store中的描述。最多 %s 个字符。"
"Deselect All","全部反选"
"Design","设计"
"Device","设备"
"Device Information","设备信息"
"Device Type","设备类型"
"Device doesn\'t recognized","设备未被识别。"
"Device doesn\'t recognized. Unable to load a template.","设备未被识别。无法加载模板。"
"Device doesn\'t recognized: "%s". Unable to load a helper.","设备未被识别："%s"。无法加载帮助程序。"
"Device doesn\'t recognized: "%s". Unable to load preview model.","设备未被识别："%s"。无法加载预览模型。"
"Device type doesn\'t recognized.","设备未被识别。"
"Discount code is empty","折扣代码是空的"
"Discount:","折扣"
"Done","完成"
"Downloadable Products Updated","可下载的产品已更新"
"Downloads limit:","下载限制:"
"E-mail","邮箱"
"Edit","编辑"
"Edit Action","编辑操作"
"Edit Address","编辑地址"
"Edit AirMail Message","编辑航空邮件信息"
"Edit AirMail Message Queue #%s","编辑航空邮件队列 #%s"
"Edit App "%s"","编辑 App "%s""
"Edit Filter","编辑筛选器"
"Edit Image","编辑图片"
"Edit Mail List","编辑邮件列表"
"Edit Template "%s"","编辑模板 "%s""
"Edit filter","编辑过滤器"
"Edit note","编辑备注"
"Either remote URL or application code was not set. Please make sure you filled all the values and try again.","远程URL或应用程序代码未设置。请确保值有效然后再试一次。"
"Element with id %s already exists","ID ％s 元素已存在"
"Email","电子邮件"
"Email Address","邮箱地址"
"Email address you provided is not valid. Please provide a valid one.","您提供的邮箱地址无效。请更换一个有效地址。"
"Email is not correct","邮箱不正确"
"Email is not specified","邮箱为指定"
"Enable Admin Application","开启管理程序"
"Enable AirMail Message Push notification","启用航空邮件信息推送通知"
"Enable Facebook","启用反馈"
"Enable Flurry Analytics","启用Flurry分析"
"Enable Flurry Analytics for the merchant.","对商家启用Flurry分析。"
"Enable LinkedIn","启用LinkedIn"
"Enable Standard Checkout","启用标准结账"
"Enable Twitter","启用Twitter"
"Enter Name","输入名称"
"Enter discount code first.","先输入折扣码"
"Enter discount code if any","请输入折扣代码，如果有的话"
"Enter e-mail","输入邮箱"
"Enter giftcard promo code here","在这里输入礼品卡促销代码"
"Enter text","输入文字"
"Enter the gift card code","输入礼品卡代码"
"Error","错误"
"Error Loading Configuration Format","配置文件格式错误"
"Error during shortening url","生成短链接时出错"
"Error message text is missed.","错误信息缺失"
"Error while processing file "%s".","处理文件 "%s" 时遇到了错误。"
"Error while reading data from Payment Bridge. Please, try again.","从支付桥读取数据时出错。请重试。"
"Error while reading remote data","读取远程数据时出错"
"Error while uploading file "%s".","上传文件 "%s" 时出错。"
"Error while uploading file "%s". Disallowed file type. Only "jpg", "jpeg", "gif", "png" are allowed.","上传文件 "%s"时出错。不允许的文件类型。只有 "jpg", "jpeg", "gif", "png" 是允许的。"
"Excl. Tax","不含税"
"Expiration Date - Month","截止日期 - 月"
"Expiration Date - Year","截止日期 - 年"
"Expires: %s","过期于：%s"
"Extend the life of your app with Urban Airship Push Notifications.","借助 Urban Airship 推送通知，让您的应用程序流行更久。"
"Extensions","扩展"
"FILTERS APPLIED","过滤器已应用"
"Facebook","Facebook"
"Facebook API","Facebook API"
"Facebook Application ID","反馈应用程序ID"
"Facebook post failed...","Facebook post failed..."
"Fax","传真"
"File can\'t be uploaded.","文件无法上传。"
"File doesn\'t exist "%s".","文件不存在 "%s"。"
"Filter","过滤器"
"Filters","过滤器"
"First Name","名字"
"Fixed amounts","固定金额"
"Flurry API Code","Flurry API代码"
"Flurry Analytics","Flurry分析"
"Flurry Analytics Site","Flurry分析网站"
"Fonts","字体"
"Forgot Password","忘记密码"
"Forgot Password?","忘记密码？"
"Forgot your password?","忘记密码？"
"Form","来自"
"Free","免费"
"From","来自"
"From Excl. Tax","除税"
"From Incl. Tax","包含税"
"From excl. tax","除税"
"From incl. tax","包含税"
"Full Description","完整描述"
"Funk Leaf","Funk Leaf"
"Gallery","图集"
"General","常规"
"Generate Offline Catalog","生成离线分类"
"Get Content from CMS Page","从CMS页面获得内容"
"Gift Card "%s" was added.","礼品卡 "%s" 已添加"
"Gift Card "%s" was redeemed.","礼品卡 "%s" 已兑换。"
"Gift Card "%s" was removed.","礼品卡 "%s" 已被删除。"
"Gift Card (%s)","礼品卡 （%s）"
"Gift Card amount applied to order: %s","应用给订单的礼品卡数量：%s"
"Gift Card code is empty.","礼品卡代码为空。"
"Gift Card: %s","礼品卡：%s"
"Gift card account available in enterprise version of Magento only.","礼品卡帐户仅在 Magento 的企业版本中提供。"
"Giftcard promo code","礼品卡促销代码"
"Grand Total","总计"
"Grand Total (Excl. Tax)","合计（不含税）"
"Grand Total (Incl. Tax)","合计（含税）"
"Guest","来宾"
"Header Background Color","头部背景色"
"Header Font Color","头字体颜色"
"High Resolution Application Icon","高分辨率应用程序图标"
"Home","主页"
"Hot Red","大红"
"How do you rate this product?","您如何评价该产品？"
"How to incorporate Urban Airship within your application:","如何将 Urban Airship 整合入您的应用程序："
"I Agree","我同意"
"I agree to the Terms and Conditions","我同意的条款和条件"
"ID","ID"
"Icon that will appear on the user\'s device after they download your app.",""
"Icon that will appear on the user\'s device after they download your app. You do not need to apply a gradient or soft edges (this is done automatically by Apple).",""
"Icon that will appear on the user\'s phone after they download your app.  You do not need to apply a gradient or soft edges (this is done automatically by Apple).",""
"Icon that will appear on the user\'s phone after they download your app. You do not need to apply a gradient or soft edges (this is done automatically by Apple).",""
"Icons","图标"
"If leave this field empty, the message will be sent immediately","如果该字段留空，信息将立刻发送。"
"If you want to disable the cache on the application side, leave the field empty. Warning! When disabling cache, the application will take time to load each page.","如果希望在应用程序端禁用缓存，请将该字段留空。警告！禁用缓存后，应用程序加载每个页面所需的时间将更长。"
"Image %s is required.","图片 %s 必须填写。"
"Image action has been saved.","图片操作已保存。"
"Image does not exist. Please reload this page.","图片不存在，请刷新页面。"
"Image file was not found.","无法找到图片文件。"
"Image has been deleted.","图片已删除。"
"Image id is required.","图片ID是必需的。"
"Image limits don\'t recognized for "%s" image type","无法识别的图片类型 %s"
"Image that appears on first screen while your app is loading.","您的应用程序加载时出现在第一个屏幕的图像"
"Image type doesn\'t recognized: "%s".","图片类型 %s 无法识别。"
"Image type is required.","图片类型是必需的。"
"Images","图像"
"Images order has been updated.","图片排序号已更新"
"In Queue","位于队列中"
"In Stock","有货"
"In addition, click here to review Urban Airship\'s Terms of Service: <a href="%s" target="_blank">click here</a>.","此外，点击此处查看城市飞艇的服务条款: <a href="%s" target="_blank">点击此处</a>。"
"In order to resubmit your app, you need to first purchase a <a href="%s" target="_blank">%s</a> from MagentoCommerce","为了提交您的App，您需要首先从MagentoCommerce购买 <a href="%s" target="_blank">%s</a>。"
"In order to submit your app, you need to first purchase a <a href="%s" target="_blank">%s</a> from MagentoCommerce","为了提交您的App，您需要首先从MagentoCommerce购买 <a href="%s" target="_blank">%s</a>。"
"Inactive Tabs","非活跃选项卡"
"Incl. Tax","含税"
"Incl. tax","含税"
"Initialization PayPal ...","初始化PayPal支付..."
"Initialization of the PayPal checkout failed!","初始化PayPal支付失败"
"Invalid XML.","无效XML。"
"Invalid current password.","当前密码无效。"
"Invalid customer data.","客户数据无效。"
"Invalid data.","无效数据。"
"Invalid email address.","邮件地址无效。"
"Invalid item or wishlist.","无效商品或愿望清单。"
"Invalid login or password.","无效的登录名或密码。"
"Invalid shipping method.","运送方法无效。"
"Issue Number","问题编号"
"It\'s not allowed to delete submitted application.","不允许删除已提交的应用程序。"
"Item","项目"
"Item Options","项目选项"
"Item has been added to cart.","商品已被添加到购物车。"
"Item has been deleted from cart.","商品已从购物车中删除。"
"Item has been removed from wishlist.","商品已从愿望清单中删除。"
"Items","项目"
"Items were updated. But can\'t update wishlist.","商品已更新。但无法更新愿望清单。"
"Keep your image size below %s KB for optimal performance.","为保证性能，请保证图片大小 小于 %s KB"
"Key","密钥"
"Keywords","关键词"
"Label","标签"
"Landscape app Background","应用背景"
"Landscape banners on Home Screen","主屏幕上的横幅"
"Large iTunes Icon","大iTunes图标"
"Large icon that appears in the iTunes App Store. You do not need to apply a gradient or soft edges (this is done automatically by Apple).",""
"Last 5 Orders","最近5个订单"
"Last 5 Search Terms","最近5个搜索"
"Last Name","姓氏"
"Last update: %@","最近一次更新: %@"
"Lifetime Sales","累计销售"
"LindedIn","LindedIn"
"Link:","链接"
"LinkedIn","LindedIn"
"LinkedIn API","LinkedIn API"
"LinkedIn API Key","LinkedIn API密钥"
"LinkedIn Authorization","LindedIn 授权"
"LinkedIn Autorization","LindedIn 授权"
"LinkedIn Secret Key","LinkedIn密钥"
"Linkedin post failed...","LindedIn 提交失败"
"List of downloadable products is empty","可下载产品列表空"
"Load more items","加载更多"
"Loader Splash Screen","加载启动界面"
"Loader Splash Screen (iPhone 4 retina)",""
"Loader Splash Screen (landscape mode)",""
"Loader Splash Screen (portrait mode)",""
"Loading %@...","正在加载 %@ ..."
"Loading Account Form...","加载账户表单..."
"Loading Address Book...","加载地址簿..."
"Loading Address Form...","加载地址表单..."
"Loading CMS page ...","加载CMS页面..."
"Loading Cart...","加载购物车..."
"Loading Gallery...","加载图集..."
"Loading Login Form...","加载登录表单..."
"Loading My Downloadable Products...","加载我的可下载产品..."
"Loading Order Details","加载订单详情"
"Loading Orders List...","加载订单列表..."
"Loading Preview...","正在加载预览..."
"Loading Product Options...","加载产品选项..."
"Loading Products...","加载产品..."
"Loading Registration Form...",""加载注册表单...
"Loading Restore Password Form...","加载重设密码表单..."
"Loading Store Credit...","加载商店信用..."
"Loading WishList...","加载心愿单..."
"Loading Write Review Form...","加载评论表单..."
"Loading category ...","加载分类..."
"Loading more items...","加载更多..."
"Loading product ...","加载产品..."
"Loading shipping methods ...","加载送货方式..."
"Loading...","正在加载..."
"Locations","位置"
"Log In","登录"
"Log Out","注销"
"Log in to Admin Panel","登录到管理面板"
"Log into Account","登录到账户中心"
"Log into your account","登录到个人中心"
"Log out Account","注销账户"
"LogInMessageTitle","登录到消息中心"
"Login and password are required.","需要登录和密码。"
"Logo in Header","头部徽标"
"Logo in Header image missing.","头部徽标图像丢失。"
"Logout complete.","注销完毕。"
"MEP is PayPal\'s native checkout experience for the iPhone. You can choose to use MEP alongside standard checkout, or use it as your only checkout method for Magento mobile. PayPal MEP requires a <a href="%s">PayPal business account</a>","MEP 是贝宝为 iPhone 设计的本地结账程序。你可以选择在标准结帐的同时也使用 MEP ​​，或将其作为Magento 移动唯一的结帐手段。贝宝 MEP 需要一个<a href="%s">贝宝商业帐户</a>"
"MM","MM"
"Mailbox title","邮箱标题"
"Main Tabs","主选项卡"
"Make Inactive","使其不活跃"
"Make this app available in the following territories","让该应用可在下列区域使用"
"Manage Apps","管理应用"
"Manage Mobile App","管理移动应用"
"Maximum length is 140","最大长度为140"
"Maximum length is 255","最大长度为255"
"Maximum size: %s KB.","最大 : %s KB"
"Maximum: %.2f",""
"Merchant Label","商家标签"
"Merge","合并"
"Message","消息"
"Message Queue","消息队列"
"Message Settings","消息设置"
"Message Templates","消息模板"
"Message Title","消息标题"
"Message Type","消息类型"
"Message can be edited when status of the message is "In Queue" only.","消息只可在状态为“处于队列中”时进行编辑。"
"Message content","信息内容"
"Message text is missed.","消息内容缺失。"
"Message title","信息标题"
"Message too long, please use 140 symbols","消息太长，最多140字符。"
"Message type doesn\'t recognized","无法识别的消息类型。"
"Minimize","最小"
"Minimum %@, maximum %@","最大 %@,最小 %@"
"Minimum: %.2f","最小: %.2f"
"Mobile","移动"
"Mobile Express Checkout has been canceled.","手机快速结账已被取消。"
"Mobile Express Checkout processed successfully.","手机快速结账已成功处理。"
"Month","月"
"More","更多"
"More Info","更多信息"
"More Tabs","更多选项卡"
"Most Viewed Products","浏览最大的产品"
"My Account","我的账户"
"My Downloadable Products","我的可下载产品"
"My Orders","我的订单"
"My Wishlist","我的心愿单"
"Name","姓名"
"Name on Card","持卡人姓名"
"Name that appears beneath your app when users install it to their device. We recommend choosing a name that is 10-12 characters and that your customers will recognize. %s chars max.","当用户安装应用程序到他们的设备时，名称会显示在您的应用程序下方。我们推荐您选取 10-12 字符长度的名称，这样您的客户能完整识别。最多 %s 个字符。"
"New AirMail Message","新 AirMail 消息"
"New AirMail Message Queue","新 AirMail 消息队列"
"New App","新应用程序"
"New Customers","新顾客"
"New Password","新密码"
"New Template","新模板"
"New to Our Store?","第一次来我们商店吗？"
"Nickname","昵称"
"No","否"
"No Payment Information Required","不需要支付信息"
"No Ratings","没有评分"
"No internet connection. Retry later ...","没有网络连接，请稍后再试..."
"No items were specifed to update.","没有指定项目来更新。"
"No items were updated.","没有项目被更新。"
"No product selected.","没有选择产品。"
"No products found. Please retry with other term","没有找到产品，请更换搜索条件并重试。"
"No shipping method required.","无需任何运输方式。"
"No such file "%s".","没有此文件“%s”。"
"Not Submitted","未提交"
"Note: Image size affects the performance of your app.","注意：图片大小将影响应用的性能。"
"Notice","注意"
"Number of Orders","订单数量"
"Number of Uses","用户数量"
"OK","确定"
"OR, Pay with Standard Checkout","或者独立支付"
"Offline Catalog","离线分类"
"Offline cart stored on server","保存购物车在服务器上"
"Offline catalog export complete.","脱机目录导出完成。"
"Offline catalog export failed.","脱机目录导出失败。"
"One or more keywords that describe your app. Keywords are matched to users\' searches in the App Store and help return accurate search results. Separate multiple keywords with commas. 100 chars is maximum.","描述您应用程序的一个或两个关键词。关键词将用于匹配用户在 App Store 中的搜索，并帮助返回准确的搜索结果。使用逗号分隔多个关键词。最多 100 个字符。"
"Onepage checkout is disabled.","单页结账已被禁用。"
"Only custom theme can be deleted","仅有自定义主题可被删除"
"Only default theme can be reset","您只能重置默认主题"
"Only free apps are allowed in this version.","该版本仅允许免费应用程序。"
"Only registered users can write reviews. Please, log in or register.","仅已注册用户可撰写评论。请登录或注册。"
"Open","打开"
"Options","选项"
